price_open,price_high,price_low,price_close,timestamp,date
0.00558448,0.00558448,0.00558448,0.00558448,1680575880,2023-04-04T02:38:00
0.00592292,0.00592292,0.00565469,0.00565469,1680574680,2023-04-04T02:18:00
0.00597807,0.00597807,0.00597807,0.00597807,1680574620,2023-04-04T02:17:00
0.00545644,0.00545644,0.00545644,0.00545644,1680574440,2023-04-04T02:14:00
0.00515,0.00515,0.00515,0.00515,1680497340,2023-04-03T04:49:00
0.00517519,0.00517519,0.00517519,0.00517519,1680487500,2023-04-03T02:05:00
0.00532562,0.00532562,0.00532562,0.00532562,1680481080,2023-04-03T00:18:00
0.00516106,0.00516106,0.00516106,0.00516106,1680398400,2023-04-02T01:20:00
0.00508975,0.00508975,0.00508975,0.00508975,1680386580,2023-04-01T22:03:00
0.00510958,0.00510958,0.00510958,0.00510958,1680381120,2023-04-01T20:32:00
0.00512261,0.00512261,0.00512261,0.00512261,1680359880,2023-04-01T14:38:00
0.00538632,0.00538632,0.00538632,0.00538632,1680350460,2023-04-01T12:01:00
0.00551867,0.00551867,0.00551867,0.00551867,1680340920,2023-04-01T09:22:00
0.00566106,0.00566106,0.00566106,0.00566106,1680041760,2023-03-28T22:16:00
0.00572763,0.00572763,0.00572763,0.00572763,1680014400,2023-03-28T14:40:00
0.00576176,0.00576176,0.00576176,0.00576176,1679865060,2023-03-26T21:11:00
0.00561678,0.00561678,0.00561678,0.00561678,1679531040,2023-03-23T00:24:00
0.00572888,0.00572888,0.00572888,0.00572888,1679365680,2023-03-21T02:28:00
0.00584182,0.00584182,0.00584182,0.00584182,1679311860,2023-03-20T11:31:00
0.00564666,0.00564666,0.0055194,0.0055194,1679291400,2023-03-20T05:50:00
0.00598424,0.00598424,0.00598424,0.00598424,1679287980,2023-03-20T04:53:00
0.00582309,0.00582309,0.00582309,0.00582309,1679287800,2023-03-20T04:50:00
0.00561503,0.00561503,0.00561503,0.00561503,1679235360,2023-03-19T14:16:00
0.00566839,0.00566839,0.00566839,0.00566839,1679157780,2023-03-18T16:43:00
0.0059511,0.0059511,0.0059511,0.0059511,1679139480,2023-03-18T11:38:00
0.00611522,0.00611522,0.00611522,0.00611522,1679116020,2023-03-18T05:07:00
0.00556556,0.00556556,0.00556556,0.00556556,1678957740,2023-03-16T09:09:00
