price_open,price_high,price_low,price_close,timestamp,date
1.3802e-11,1.3802e-11,1.3802e-11,1.3802e-11,1680566040,2023-04-03T23:54:00
1.37559e-11,1.37559e-11,1.37559e-11,1.37559e-11,1680564960,2023-04-03T23:36:00
1.37545e-11,1.37545e-11,1.37545e-11,1.37545e-11,1680563880,2023-04-03T23:18:00
1.3696e-11,1.3696e-11,1.3696e-11,1.3696e-11,1680563820,2023-04-03T23:17:00
1.36095e-11,1.36095e-11,1.36095e-11,1.36095e-11,1680560580,2023-04-03T22:23:00
1.3519e-11,1.3519e-11,1.3519e-11,1.3519e-11,1680519120,2023-04-03T10:52:00
1.35768e-11,1.35768e-11,1.35768e-11,1.35768e-11,1680172980,2023-03-30T10:43:00
1.36642e-11,1.36642e-11,1.36642e-11,1.36642e-11,1680130620,2023-03-29T22:57:00
1.36464e-11,1.36464e-11,1.36464e-11,1.36464e-11,1680053700,2023-03-29T01:35:00
1.31265e-11,1.31265e-11,1.31265e-11,1.31265e-11,1679967720,2023-03-28T01:42:00
1.31388e-11,1.31388e-11,1.31388e-11,1.31388e-11,1679960340,2023-03-27T23:39:00
1.31453e-11,1.31453e-11,1.31453e-11,1.31453e-11,1679959200,2023-03-27T23:20:00
1.35107e-11,1.35107e-11,1.35107e-11,1.35107e-11,1679820300,2023-03-26T08:45:00
1.36232e-11,1.36232e-11,1.36232e-11,1.36232e-11,1679785860,2023-03-25T23:11:00
1.41275e-11,1.41275e-11,1.41275e-11,1.41275e-11,1679741880,2023-03-25T10:58:00
1.42751e-11,1.42751e-11,1.42751e-11,1.42751e-11,1679666820,2023-03-24T14:07:00
1.47112e-11,1.47112e-11,1.47112e-11,1.47112e-11,1679607840,2023-03-23T21:44:00
1.42369e-11,1.42369e-11,1.42369e-11,1.42369e-11,1679576700,2023-03-23T13:05:00
1.40348e-11,1.40348e-11,1.40348e-11,1.40348e-11,1679530800,2023-03-23T00:20:00
1.45955e-11,1.45955e-11,1.45955e-11,1.45955e-11,1679445120,2023-03-22T00:32:00
1.41392e-11,1.41392e-11,1.41392e-11,1.41392e-11,1679358600,2023-03-21T00:30:00
1.44474e-11,1.44474e-11,1.44474e-11,1.44474e-11,1679241720,2023-03-19T16:02:00
1.44159e-11,1.44159e-11,1.44159e-11,1.44159e-11,1679212020,2023-03-19T07:47:00
1.45359e-11,1.45359e-11,1.45359e-11,1.45359e-11,1679170560,2023-03-18T20:16:00
1.46193e-11,1.46193e-11,1.46193e-11,1.46193e-11,1679146980,2023-03-18T13:43:00
1.46046e-11,1.46046e-11,1.46046e-11,1.46046e-11,1679108880,2023-03-18T03:08:00
1.40187e-11,1.40187e-11,1.40187e-11,1.40187e-11,1679084580,2023-03-17T20:23:00
1.37638e-11,1.37638e-11,1.37638e-11,1.37638e-11,1679028240,2023-03-17T04:44:00
1.35583e-11,1.35583e-11,1.35583e-11,1.35583e-11,1679013720,2023-03-17T00:42:00
1.348e-11,1.348e-11,1.348e-11,1.348e-11,1678986420,2023-03-16T17:07:00
1.33654e-11,1.33654e-11,1.33654e-11,1.33654e-11,1678916280,2023-03-15T21:38:00
1.33426e-11,1.33426e-11,1.33426e-11,1.33426e-11,1678891620,2023-03-15T14:47:00
1.36969e-11,1.36969e-11,1.36969e-11,1.36969e-11,1678860480,2023-03-15T06:08:00
1.35285e-11,1.35285e-11,1.35285e-11,1.35285e-11,1678852320,2023-03-15T03:52:00
1.358e-11,1.358e-11,1.358e-11,1.358e-11,1678849320,2023-03-15T03:02:00
1.44743e-11,1.44743e-11,1.44743e-11,1.44743e-11,1678847580,2023-03-15T02:33:00
1.55684e-11,1.55684e-11,1.55684e-11,1.55684e-11,1678846740,2023-03-15T02:19:00
1.55106e-11,1.55106e-11,1.55106e-11,1.55106e-11,1678840260,2023-03-15T00:31:00
1.54404e-11,1.54404e-11,1.54404e-11,1.54404e-11,1678835700,2023-03-14T23:15:00
1.5285e-11,1.5285e-11,1.5285e-11,1.5285e-11,1678835580,2023-03-14T23:13:00
1.51805e-11,1.51805e-11,1.51805e-11,1.51805e-11,1678834680,2023-03-14T22:58:00
1.51138e-11,1.51138e-11,1.51138e-11,1.51138e-11,1678830720,2023-03-14T21:52:00
1.54522e-11,1.54522e-11,1.54522e-11,1.54522e-11,1678802940,2023-03-14T14:09:00
1.50894e-11,1.50894e-11,1.50894e-11,1.50894e-11,1678796460,2023-03-14T12:21:00
1.52376e-11,1.52376e-11,1.52376e-11,1.52376e-11,1678783680,2023-03-14T08:48:00
1.56173e-11,1.56173e-11,1.56173e-11,1.56173e-11,1678749240,2023-03-13T23:14:00
1.56792e-11,1.56792e-11,1.56792e-11,1.56792e-11,1678748580,2023-03-13T23:03:00
1.56923e-11,1.56923e-11,1.56923e-11,1.56923e-11,1678748460,2023-03-13T23:01:00
1.57147e-11,1.57147e-11,1.57147e-11,1.57147e-11,1678748220,2023-03-13T22:57:00
1.57434e-11,1.57434e-11,1.57434e-11,1.57434e-11,1678747560,2023-03-13T22:46:00
1.57812e-11,1.57812e-11,1.57812e-11,1.57812e-11,1678746420,2023-03-13T22:27:00
1.58744e-11,1.58744e-11,1.58744e-11,1.58744e-11,1678721820,2023-03-13T15:37:00
1.52619e-11,1.52619e-11,1.52619e-11,1.52619e-11,1678678380,2023-03-13T03:33:00
1.5123e-11,1.5123e-11,1.5123e-11,1.5123e-11,1678653420,2023-03-12T20:37:00
1.50418e-11,1.50418e-11,1.50418e-11,1.50418e-11,1678653360,2023-03-12T20:36:00
1.49366e-11,1.49366e-11,1.49366e-11,1.49366e-11,1678653300,2023-03-12T20:35:00
1.48757e-11,1.48757e-11,1.48757e-11,1.48757e-11,1678653240,2023-03-12T20:34:00
1.40876e-11,1.40876e-11,1.40876e-11,1.40876e-11,1678628460,2023-03-12T13:41:00
1.41364e-11,1.41364e-11,1.41364e-11,1.41364e-11,1678626420,2023-03-12T13:07:00
1.38255e-11,1.38255e-11,1.38255e-11,1.38255e-11,1678594320,2023-03-12T04:12:00
1.367e-11,1.367e-11,1.367e-11,1.367e-11,1678572480,2023-03-11T22:08:00
1.37363e-11,1.37363e-11,1.37363e-11,1.37363e-11,1678557180,2023-03-11T17:53:00
1.32242e-11,1.32242e-11,1.32242e-11,1.32242e-11,1678408620,2023-03-10T00:37:00
1.40587e-11,1.40587e-11,1.40587e-11,1.40587e-11,1678375620,2023-03-09T15:27:00
1.41008e-11,1.41008e-11,1.41008e-11,1.41008e-11,1678328520,2023-03-09T02:22:00
1.40885e-11,1.40885e-11,1.40885e-11,1.40885e-11,1678318140,2023-03-08T23:29:00
1.41172e-11,1.41172e-11,1.41172e-11,1.41172e-11,1678317720,2023-03-08T23:22:00
1.42914e-11,1.42914e-11,1.42914e-11,1.42914e-11,1678316460,2023-03-08T23:01:00
1.44367e-11,1.44367e-11,1.44367e-11,1.44367e-11,1678291440,2023-03-08T16:04:00
1.45463e-11,1.45463e-11,1.45463e-11,1.45463e-11,1678290840,2023-03-08T15:54:00
1.47138e-11,1.47138e-11,1.47138e-11,1.47138e-11,1678273320,2023-03-08T11:02:00
1.49252e-11,1.49252e-11,1.49252e-11,1.49252e-11,1678252440,2023-03-08T05:14:00
1.49186e-11,1.49186e-11,1.49186e-11,1.49186e-11,1678240740,2023-03-08T01:59:00
1.50818e-11,1.50818e-11,1.50818e-11,1.50818e-11,1678239420,2023-03-08T01:37:00
1.49041e-11,1.49041e-11,1.49041e-11,1.49041e-11,1678216140,2023-03-07T19:09:00
1.5015e-11,1.5015e-11,1.5015e-11,1.5015e-11,1678199340,2023-03-07T14:29:00
