price_open,price_high,price_low,price_close,timestamp,date
1.00375e-06,1.00375e-06,1.00375e-06,1.00375e-06,1668791280,2022-11-18T17:08:00
1.36658e-06,1.36658e-06,1.36658e-06,1.36658e-06,1665186900,2022-10-07T23:55:00
1.26607e-06,1.26607e-06,1.26607e-06,1.26607e-06,1664039940,2022-09-24T17:19:00
2.10529e-06,2.10529e-06,2.10529e-06,2.10529e-06,1663412880,2022-09-17T11:08:00
2.60456e-06,2.60456e-06,2.60456e-06,2.60456e-06,1661462340,2022-08-25T21:19:00
3.31852e-06,3.31852e-06,3.31852e-06,3.31852e-06,1660432620,2022-08-13T23:17:00
2.58555e-06,2.58555e-06,2.58555e-06,2.58555e-06,1658906880,2022-07-27T07:28:00
1.8737e-06,1.8737e-06,1.8737e-06,1.8737e-06,1656808680,2022-07-03T00:38:00
1.7648e-06,1.7648e-06,1.7648e-06,1.7648e-06,1656740100,2022-07-02T05:35:00
3.20519e-06,3.20519e-06,3.20519e-06,3.20519e-06,1652590140,2022-05-15T04:49:00
2.96534e-06,2.96534e-06,2.96534e-06,2.96534e-06,1652579940,2022-05-15T01:59:00
3.81008e-06,3.81008e-06,3.81008e-06,3.81008e-06,1645875720,2022-02-26T11:42:00
4.10695e-06,4.10695e-06,4.10695e-06,4.10695e-06,1645505340,2022-02-22T04:49:00
5.16967e-06,5.16967e-06,5.16967e-06,5.16967e-06,1644741300,2022-02-13T08:35:00
7.08621e-06,7.08621e-06,7.08621e-06,7.08621e-06,1641040740,2022-01-01T12:39:00
9.65794e-06,9.65794e-06,9.65794e-06,9.65794e-06,1641040620,2022-01-01T12:37:00
1.3648e-05,1.3648e-05,1.3648e-05,1.3648e-05,1639384320,2021-12-13T08:32:00
1.70184e-05,1.70184e-05,1.70184e-05,1.70184e-05,1636186860,2021-11-06T08:21:00
1.3293e-05,1.3293e-05,1.3293e-05,1.3293e-05,1634499120,2021-10-17T19:32:00
1.19728e-05,1.19728e-05,1.19728e-05,1.19728e-05,1631698440,2021-09-15T09:34:00
1.14305e-05,1.14305e-05,1.14305e-05,1.14305e-05,1627637220,2021-07-30T09:27:00
1.11941e-05,1.11941e-05,1.11941e-05,1.11941e-05,1627529520,2021-07-29T03:32:00
8.46004e-06,8.46004e-06,8.46004e-06,8.46004e-06,1626958140,2021-07-22T12:49:00
8.79553e-06,8.79553e-06,8.79553e-06,8.79553e-06,1624785660,2021-06-27T09:21:00
8.19587e-06,8.19587e-06,8.19587e-06,8.19587e-06,1624744500,2021-06-26T21:55:00
8.13012e-06,8.13012e-06,8.13012e-06,8.13012e-06,1624675860,2021-06-26T02:51:00
9.17022e-06,9.17022e-06,9.17022e-06,9.17022e-06,1624056120,2021-06-18T22:42:00
9.46715e-06,9.46715e-06,9.46715e-06,9.46715e-06,1623929100,2021-06-17T11:25:00
1.07734e-05,1.07734e-05,1.07734e-05,1.07734e-05,1623795660,2021-06-15T22:21:00
1.1378e-05,1.1378e-05,1.1378e-05,1.1378e-05,1623361320,2021-06-10T21:42:00
1.03189e-05,1.03189e-05,1.03189e-05,1.03189e-05,1623358380,2021-06-10T20:53:00
1.12453e-05,1.12453e-05,1.12453e-05,1.12453e-05,1623358320,2021-06-10T20:52:00
1.37397e-05,1.37397e-05,1.37397e-05,1.37397e-05,1623268380,2021-06-09T19:53:00
1.40493e-05,1.40493e-05,1.40493e-05,1.40493e-05,1623234120,2021-06-09T10:22:00
1.51078e-05,1.51078e-05,1.51078e-05,1.51078e-05,1622608680,2021-06-02T04:38:00
1.23147e-05,1.23147e-05,1.23147e-05,1.23147e-05,1622326740,2021-05-29T22:19:00
1.23232e-05,1.23232e-05,1.23232e-05,1.23232e-05,1622284920,2021-05-29T10:42:00
1.35985e-05,1.35985e-05,1.35985e-05,1.35985e-05,1621950420,2021-05-25T13:47:00
2.23042e-05,2.23042e-05,2.23042e-05,2.23042e-05,1621235580,2021-05-17T07:13:00
2.46809e-05,2.46809e-05,2.46809e-05,2.46809e-05,1619903460,2021-05-01T21:11:00
2.5331e-05,2.5331e-05,2.5331e-05,2.5331e-05,1619878860,2021-05-01T14:21:00
1.78923e-05,1.78923e-05,1.78923e-05,1.78923e-05,1619479920,2021-04-26T23:32:00
1.88115e-05,1.88115e-05,1.88115e-05,1.88115e-05,1619459520,2021-04-26T17:52:00
