price_open,price_high,price_low,price_close,timestamp,date
0.000788682,0.000788682,0.000788682,0.000788682,1680491340,2023-04-03T03:09:00
0.000781069,0.000781069,0.000781069,0.000781069,1680433980,2023-04-02T11:13:00
0.00078288,0.00078288,0.00078288,0.00078288,1680386160,2023-04-01T21:56:00
0.000788653,0.000788653,0.000788653,0.000788653,1680383820,2023-04-01T21:17:00
0.000777678,0.000777678,0.000777678,0.000777678,1680236520,2023-03-31T04:22:00
0.000772154,0.000772154,0.000772154,0.000772154,1680092700,2023-03-29T12:25:00
0.000782134,0.000782134,0.000782134,0.000782134,1680074640,2023-03-29T07:24:00
0.000763544,0.000763544,0.000763544,0.000763544,1680026340,2023-03-28T17:59:00
0.000761498,0.000761498,0.000761498,0.000761498,1680003120,2023-03-28T11:32:00
0.00073855,0.00073855,0.00073855,0.00073855,1679941680,2023-03-27T18:28:00
0.000761986,0.000761986,0.000761986,0.000761986,1679812260,2023-03-26T06:31:00
0.000767158,0.000767158,0.000767158,0.000767158,1679787360,2023-03-25T23:36:00
0.000768182,0.000768182,0.000768182,0.000768182,1679533260,2023-03-23T01:01:00
0.000775495,0.000775495,0.000775495,0.000775495,1679511780,2023-03-22T19:03:00
0.00079427,0.00079427,0.00079427,0.00079427,1679491980,2023-03-22T13:33:00
0.000770379,0.000770379,0.000770379,0.000770379,1679387880,2023-03-21T08:38:00
0.000782697,0.000782697,0.000782697,0.000782697,1679337660,2023-03-20T18:41:00
0.00081442,0.00081442,0.00081442,0.00081442,1679242740,2023-03-19T16:19:00
0.000814241,0.000814241,0.000814241,0.000814241,1679209860,2023-03-19T07:11:00
0.000820855,0.000820855,0.000820855,0.000820855,1679179200,2023-03-18T22:40:00
0.000828529,0.000831552,0.000828529,0.000831552,1679167860,2023-03-18T19:31:00
0.000822238,0.000822238,0.000822238,0.000822238,1679167140,2023-03-18T19:19:00
0.000818926,0.000818926,0.000818926,0.000818926,1679114700,2023-03-18T04:45:00
0.000774715,0.000774715,0.000774715,0.000774715,1679023320,2023-03-17T03:22:00
0.000752262,0.000752262,0.000752262,0.000752262,1678945860,2023-03-16T05:51:00
0.000774882,0.000774882,0.000774882,0.000774882,1678878720,2023-03-15T11:12:00
0.000727847,0.000727847,0.000727847,0.000727847,1678651920,2023-03-12T20:12:00
0.000728439,0.000728439,0.000728439,0.000728439,1678650540,2023-03-12T19:49:00
0.00070868,0.00070868,0.00070868,0.00070868,1678633920,2023-03-12T15:12:00
0.000732764,0.000732764,0.000732764,0.000732764,1678352700,2023-03-09T09:05:00
0.000813489,0.000813489,0.000813489,0.000813489,1678300140,2023-03-08T18:29:00
0.000791546,0.000791546,0.000791546,0.000791546,1678296780,2023-03-08T17:33:00
0.000801356,0.000801356,0.000801356,0.000801356,1678026840,2023-03-05T14:34:00
0.000824922,0.000824922,0.000824922,0.000824922,1678026660,2023-03-05T14:31:00
0.000828836,0.000828836,0.000828836,0.000828836,1678026480,2023-03-05T14:28:00
0.000885396,0.000885396,0.000885396,0.000885396,1677653640,2023-03-01T06:54:00
0.000782421,0.000782421,0.000782421,0.000782421,1677504060,2023-02-27T13:21:00
0.000805588,0.000805588,0.000805588,0.000805588,1677338820,2023-02-25T15:27:00
0.000838092,0.000838092,0.000838092,0.000838092,1677265980,2023-02-24T19:13:00
0.000833184,0.000833184,0.000833184,0.000833184,1677235920,2023-02-24T10:52:00
0.000815188,0.000815188,0.000815188,0.000815188,1677114300,2023-02-23T01:05:00
